gene	gf3.bam
ENSMUSG00000026253	0
ENSMUSG00000026254	1583
ENSMUSG00000026255	443
ENSMUSG00000026258	15
ENSMUSG00000026259	7756
ENSMUSG00000026260	3368
ENSMUSG00000026269	541
ENSMUSG00000026270	553
ENSMUSG00000026271	1
ENSMUSG00000026272	0
ENSMUSG00000026273	303
ENSMUSG00000026274	52
ENSMUSG00000026275	2585
ENSMUSG00000026276	12
ENSMUSG00000026277	5624
ENSMUSG00000026278	755
ENSMUSG00000026279	458
ENSMUSG00000026280	1513
ENSMUSG00000026281	367
ENSMUSG00000026283	280
ENSMUSG00000026285	0
ENSMUSG00000026288	337
ENSMUSG00000026289	1317
ENSMUSG00000026295	2
ENSMUSG00000026301	39
ENSMUSG00000026303	56
ENSMUSG00000026304	0
ENSMUSG00000026305	1204
ENSMUSG00000026307	424
ENSMUSG00000026308	11
ENSMUSG00000026309	940
ENSMUSG00000026311	887
ENSMUSG00000026312	359
ENSMUSG00000026313	980
ENSMUSG00000026315	286
ENSMUSG00000026317	604
ENSMUSG00000026319	1165
ENSMUSG00000026321	81
ENSMUSG00000026322	20
ENSMUSG00000026327	2
ENSMUSG00000026331	1
ENSMUSG00000026333	162
ENSMUSG00000026335	5160
ENSMUSG00000026336	0
ENSMUSG00000026339	699
ENSMUSG00000026341	1959
ENSMUSG00000026342	414
ENSMUSG00000026343	0
ENSMUSG00000026344	638
ENSMUSG00000026347	356
ENSMUSG00000026348	27
ENSMUSG00000026349	1100
ENSMUSG00000026353	1487
ENSMUSG00000026354	55
ENSMUSG00000026355	110
ENSMUSG00000026356	1096
ENSMUSG00000026357	1
ENSMUSG00000026358	0
ENSMUSG00000026360	1096
ENSMUSG00000026361	748
ENSMUSG00000026365	466
ENSMUSG00000026368	0
ENSMUSG00000026374	1504
ENSMUSG00000026377	711
ENSMUSG00000026380	194
ENSMUSG00000026383	235
ENSMUSG00000026384	1504
ENSMUSG00000026385	1910
ENSMUSG00000026387	18
ENSMUSG00000026388	36
ENSMUSG00000026389	136
ENSMUSG00000026390	0
ENSMUSG00000026393	1043
ENSMUSG00000026394	0
ENSMUSG00000026395	48
ENSMUSG00000026398	0
ENSMUSG00000026399	167
ENSMUSG00000026401	0
ENSMUSG00000026404	235
ENSMUSG00000026405	0
ENSMUSG00000026407	17
ENSMUSG00000026409	337
ENSMUSG00000026411	990
ENSMUSG00000026413	20
ENSMUSG00000026414	218
ENSMUSG00000026415	0
ENSMUSG00000026416	0
ENSMUSG00000026417	2
ENSMUSG00000026418	14
ENSMUSG00000026420	0
ENSMUSG00000026421	4511
ENSMUSG00000026424	3583
ENSMUSG00000026425	1609
ENSMUSG00000026426	5554
ENSMUSG00000026427	639
ENSMUSG00000026429	56
ENSMUSG00000026430	650
ENSMUSG00000026432	0
ENSMUSG00000026433	96
ENSMUSG00000026434	1875
ENSMUSG00000026435	29
ENSMUSG00000026436	532
ENSMUSG00000026437	1266
ENSMUSG00000026439	1091
ENSMUSG00000026442	5904
ENSMUSG00000026443	2487
ENSMUSG00000026447	211
ENSMUSG00000026450	0
ENSMUSG00000026452	962
ENSMUSG00000026455	749
ENSMUSG00000026456	457
ENSMUSG00000026457	1863
ENSMUSG00000026458	1121
ENSMUSG00000026459	0
ENSMUSG00000026463	6563
ENSMUSG00000026466	486
ENSMUSG00000026468	3
ENSMUSG00000026469	2213
ENSMUSG00000026470	1696
ENSMUSG00000026471	96
ENSMUSG00000026473	31058
ENSMUSG00000026475	266
ENSMUSG00000026478	658
ENSMUSG00000026479	191
ENSMUSG00000026480	18
ENSMUSG00000026482	2671
ENSMUSG00000026483	99
ENSMUSG00000026484	518
ENSMUSG00000026489	775
ENSMUSG00000026490	6772
ENSMUSG00000026491	927
ENSMUSG00000026492	259
ENSMUSG00000026494	265
ENSMUSG00000026495	377
ENSMUSG00000026496	1782
ENSMUSG00000026497	0
ENSMUSG00000026499	676
ENSMUSG00000026500	9
ENSMUSG00000026502	417
ENSMUSG00000026504	557
ENSMUSG00000026509	1887
ENSMUSG00000026510	573
ENSMUSG00000026511	328
ENSMUSG00000026514	1906
ENSMUSG00000026516	890
ENSMUSG00000026519	421
ENSMUSG00000026520	342
ENSMUSG00000026523	2
ENSMUSG00000026525	147
ENSMUSG00000026526	1427
ENSMUSG00000026527	2377
ENSMUSG00000026531	0
ENSMUSG00000026532	4
ENSMUSG00000026535	3
ENSMUSG00000026536	0
ENSMUSG00000026542	0
ENSMUSG00000026544	95
ENSMUSG00000026546	80
ENSMUSG00000026547	231
ENSMUSG00000026548	6
ENSMUSG00000026553	4592
ENSMUSG00000026554	3221
ENSMUSG00000026556	252
ENSMUSG00000026558	944
ENSMUSG00000026560	0
ENSMUSG00000026563	352
ENSMUSG00000026564	18
ENSMUSG00000026565	221
ENSMUSG00000026566	438
ENSMUSG00000026567	29
ENSMUSG00000026568	1170
ENSMUSG00000026571	2829
ENSMUSG00000026572	1
ENSMUSG00000026573	0
ENSMUSG00000026574	6
ENSMUSG00000026575	415
ENSMUSG00000026576	32147
ENSMUSG00000026577	412
ENSMUSG00000026578	720
ENSMUSG00000026579	27
ENSMUSG00000026580	2
ENSMUSG00000026581	0
ENSMUSG00000026582	0
ENSMUSG00000026584	425
ENSMUSG00000026585	8248
ENSMUSG00000026586	157
ENSMUSG00000026587	6941
ENSMUSG00000026589	50
ENSMUSG00000026592	1
ENSMUSG00000026594	745
ENSMUSG00000026596	1152
ENSMUSG00000026600	379
ENSMUSG00000026601	2
ENSMUSG00000026602	4
ENSMUSG00000026603	1551
ENSMUSG00000026604	113
ENSMUSG00000026605	37
ENSMUSG00000026608	1930
ENSMUSG00000026609	1
ENSMUSG00000026610	487
ENSMUSG00000026611	0
ENSMUSG00000026614	396
ENSMUSG00000026615	2158
ENSMUSG00000026616	5
ENSMUSG00000026617	944
ENSMUSG00000026618	1239
ENSMUSG00000026620	2772
ENSMUSG00000026621	3
ENSMUSG00000026622	30
ENSMUSG00000026623	6610
ENSMUSG00000026626	1453
ENSMUSG00000026627	211
ENSMUSG00000026628	51
ENSMUSG00000026630	7
ENSMUSG00000026632	162
ENSMUSG00000026634	875
ENSMUSG00000026637	140
ENSMUSG00000026638	6
ENSMUSG00000026639	42
ENSMUSG00000026640	4088
ENSMUSG00000026641	1168
ENSMUSG00000026643	2442
ENSMUSG00000026644	3
ENSMUSG00000026645	0
ENSMUSG00000026646	67
ENSMUSG00000026648	184
ENSMUSG00000026649	5
ENSMUSG00000026650	17
ENSMUSG00000026655	201
ENSMUSG00000026656	153
ENSMUSG00000026657	1084
ENSMUSG00000026659	277
ENSMUSG00000026662	467
ENSMUSG00000026663	2475
ENSMUSG00000026664	2136
ENSMUSG00000026667	5097
ENSMUSG00000026668	16
ENSMUSG00000026669	25
ENSMUSG00000026670	1317
ENSMUSG00000026672	487
ENSMUSG00000026674	197
ENSMUSG00000026675	386
ENSMUSG00000026676	497
ENSMUSG00000026678	2625
ENSMUSG00000026679	55
ENSMUSG00000026683	1
ENSMUSG00000026686	0
ENSMUSG00000026687	475
ENSMUSG00000026688	2042
ENSMUSG00000026691	0
ENSMUSG00000026692	2
ENSMUSG00000026694	302
ENSMUSG00000026696	1470
ENSMUSG00000026697	75
ENSMUSG00000026698	248
ENSMUSG00000026700	0
ENSMUSG00000026701	3534
ENSMUSG00000026705	463
ENSMUSG00000026707	148
ENSMUSG00000026708	37
ENSMUSG00000026709	395
ENSMUSG00000026712	151
ENSMUSG00000026715	2
ENSMUSG00000026718	1152
ENSMUSG00000026721	2483
ENSMUSG00000026723	71
ENSMUSG00000026725	8
ENSMUSG00000026726	17
ENSMUSG00000026727	576
ENSMUSG00000026728	637
ENSMUSG00000026730	2868
ENSMUSG00000026734	0
ENSMUSG00000026735	0
ENSMUSG00000026736	9
ENSMUSG00000026737	2430
ENSMUSG00000026739	614
ENSMUSG00000026740	339
ENSMUSG00000026743	425
ENSMUSG00000026748	893
ENSMUSG00000026749	478
ENSMUSG00000026750	1815
ENSMUSG00000026751	2
ENSMUSG00000026753	1279
ENSMUSG00000026754	653
ENSMUSG00000026755	2266
ENSMUSG00000026761	647
ENSMUSG00000026764	28288
ENSMUSG00000026765	272
ENSMUSG00000026766	573
ENSMUSG00000026767	766
ENSMUSG00000026768	108
ENSMUSG00000026770	11
ENSMUSG00000026771	594
ENSMUSG00000026773	775
ENSMUSG00000026774	0
ENSMUSG00000026775	1484
ENSMUSG00000026778	273
ENSMUSG00000026779	25
ENSMUSG00000026781	1499
ENSMUSG00000026782	3875
ENSMUSG00000026784	149
ENSMUSG00000026785	18
ENSMUSG00000026786	151
ENSMUSG00000026787	3616
ENSMUSG00000026788	605
ENSMUSG00000026790	1401
ENSMUSG00000026791	329
ENSMUSG00000026792	915
ENSMUSG00000026796	895
ENSMUSG00000026797	23998
ENSMUSG00000026798	464
ENSMUSG00000026799	440
ENSMUSG00000026803	170
ENSMUSG00000026805	0
ENSMUSG00000026806	139
ENSMUSG00000026807	56
ENSMUSG00000026809	0
ENSMUSG00000026810	908
ENSMUSG00000026811	3074
ENSMUSG00000026812	1631
ENSMUSG00000026814	727
ENSMUSG00000026815	0
ENSMUSG00000026816	440
ENSMUSG00000026817	2697
ENSMUSG00000026818	0
ENSMUSG00000026819	1342
ENSMUSG00000026820	917
ENSMUSG00000026821	2159
ENSMUSG00000026822	25
ENSMUSG00000026824	4069
ENSMUSG00000026825	33919
ENSMUSG00000026826	486
ENSMUSG00000026827	3103
ENSMUSG00000026828	2
ENSMUSG00000026829	12
ENSMUSG00000026830	1061
ENSMUSG00000026831	62
ENSMUSG00000026832	6
ENSMUSG00000026833	28336
ENSMUSG00000026834	366
ENSMUSG00000026835	0
ENSMUSG00000026836	644
ENSMUSG00000026837	249
ENSMUSG00000026839	504
ENSMUSG00000026840	116
ENSMUSG00000026841	50
ENSMUSG00000026842	1079
ENSMUSG00000026843	606
ENSMUSG00000026848	668
ENSMUSG00000026849	599
ENSMUSG00000026851	1785
ENSMUSG00000026853	1374
ENSMUSG00000026854	1727
ENSMUSG00000026856	424
ENSMUSG00000026857	505
ENSMUSG00000026858	1549
ENSMUSG00000026860	4615
ENSMUSG00000026864	6495
ENSMUSG00000026866	1
ENSMUSG00000026867	2000
ENSMUSG00000026869	859
ENSMUSG00000026870	24
ENSMUSG00000026872	3203
ENSMUSG00000026873	22
ENSMUSG00000026874	0
ENSMUSG00000026875	6
ENSMUSG00000026878	4904
ENSMUSG00000026879	1377
ENSMUSG00000026880	223
ENSMUSG00000026882	0
ENSMUSG00000026883	3438
ENSMUSG00000026885	1041
ENSMUSG00000026887	478
ENSMUSG00000026888	572
ENSMUSG00000026889	912
ENSMUSG00000026890	462
ENSMUSG00000026893	266
ENSMUSG00000026894	15
ENSMUSG00000026895	2288
ENSMUSG00000026896	154
ENSMUSG00000026904	4356
ENSMUSG00000026914	1720
ENSMUSG00000026915	4002
ENSMUSG00000026917	719
ENSMUSG00000026918	945
ENSMUSG00000026919	0
ENSMUSG00000026921	946
ENSMUSG00000026922	27
ENSMUSG00000026923	643
ENSMUSG00000026924	1191
ENSMUSG00000026925	508
ENSMUSG00000026926	1609
ENSMUSG00000026927	1914
ENSMUSG00000026928	52
ENSMUSG00000026930	772
ENSMUSG00000026931	2
ENSMUSG00000026932	2377
ENSMUSG00000026933	2574
ENSMUSG00000026934	10
ENSMUSG00000026936	0
ENSMUSG00000026937	0
ENSMUSG00000026938	13
ENSMUSG00000026939	531
ENSMUSG00000026940	66
ENSMUSG00000026941	21
ENSMUSG00000026942	236
ENSMUSG00000026943	0
ENSMUSG00000026944	5526
ENSMUSG00000026946	69
ENSMUSG00000026950	59
ENSMUSG00000026955	31
ENSMUSG00000026956	322
ENSMUSG00000026958	424
ENSMUSG00000026959	12646
ENSMUSG00000026960	119
ENSMUSG00000026961	17
ENSMUSG00000026963	23
ENSMUSG00000026965	1769
ENSMUSG00000026966	571
ENSMUSG00000026969	9
ENSMUSG00000026970	330
ENSMUSG00000026971	0
ENSMUSG00000026972	167
ENSMUSG00000026974	717
ENSMUSG00000026975	411
ENSMUSG00000026976	0
ENSMUSG00000026977	756
ENSMUSG00000026979	32
ENSMUSG00000026980	45
ENSMUSG00000026981	0
ENSMUSG00000026983	0
ENSMUSG00000026984	0
ENSMUSG00000026985	0
ENSMUSG00000026986	434
ENSMUSG00000026987	535
ENSMUSG00000026988	163
ENSMUSG00000026989	3
ENSMUSG00000026991	5317
ENSMUSG00000026994	24
ENSMUSG00000026999	66
ENSMUSG00000027001	230
ENSMUSG00000027002	9463
ENSMUSG00000027004	983
ENSMUSG00000027006	1733
ENSMUSG00000027007	682
ENSMUSG00000027009	203
ENSMUSG00000027010	3698
ENSMUSG00000027011	1145
ENSMUSG00000027012	2673
ENSMUSG00000027014	1046
ENSMUSG00000027015	38
ENSMUSG00000027016	832
ENSMUSG00000027018	288
ENSMUSG00000027022	14
ENSMUSG00000027030	1498
ENSMUSG00000027035	966
ENSMUSG00000027048	0
ENSMUSG00000027067	2459
ENSMUSG00000027068	0
ENSMUSG00000027070	2
ENSMUSG00000027071	37
ENSMUSG00000027072	0
ENSMUSG00000027073	0
ENSMUSG00000027074	9
ENSMUSG00000027075	7
ENSMUSG00000027076	466
ENSMUSG00000027077	0
ENSMUSG00000027078	105
ENSMUSG00000027079	103
ENSMUSG00000027080	652
ENSMUSG00000027082	137
ENSMUSG00000027086	273
ENSMUSG00000027087	1409
ENSMUSG00000027088	597
ENSMUSG00000027091	2286
ENSMUSG00000027099	748
ENSMUSG00000027102	0
ENSMUSG00000027104	2235
ENSMUSG00000027107	15
ENSMUSG00000027108	2551
ENSMUSG00000027109	863
ENSMUSG00000027111	458
ENSMUSG00000027115	21
ENSMUSG00000027120	0
ENSMUSG00000027122	497
ENSMUSG00000027130	1831
ENSMUSG00000027131	1987
ENSMUSG00000027132	128
ENSMUSG00000027133	792
ENSMUSG00000027134	2721
ENSMUSG00000027157	0
ENSMUSG00000027160	143
ENSMUSG00000027162	1094
ENSMUSG00000027163	537
ENSMUSG00000027164	276
ENSMUSG00000027165	548
ENSMUSG00000027166	114
ENSMUSG00000027167	205
ENSMUSG00000027168	171
ENSMUSG00000027170	629
ENSMUSG00000027171	0
ENSMUSG00000027173	29
ENSMUSG00000027175	591
ENSMUSG00000027176	577
ENSMUSG00000027177	2019
ENSMUSG00000027180	1621
ENSMUSG00000027184	5139
ENSMUSG00000027185	669
ENSMUSG00000027186	3
ENSMUSG00000027187	1228
ENSMUSG00000027188	848
ENSMUSG00000027189	7198
ENSMUSG00000027193	1631
ENSMUSG00000027194	1040
ENSMUSG00000027195	1843
ENSMUSG00000027198	811
ENSMUSG00000027199	1367
ENSMUSG00000027200	1405
ENSMUSG00000027201	510
ENSMUSG00000027202	0
ENSMUSG00000027203	496
ENSMUSG00000027204	162
ENSMUSG00000027206	1662
ENSMUSG00000027207	340
ENSMUSG00000027208	7
ENSMUSG00000027209	15
ENSMUSG00000027210	2533
ENSMUSG00000027215	454
ENSMUSG00000027217	47
ENSMUSG00000027219	2
ENSMUSG00000027220	6898
ENSMUSG00000027221	6113
ENSMUSG00000027222	328
ENSMUSG00000027223	8560
ENSMUSG00000027224	0
ENSMUSG00000027225	0
ENSMUSG00000027227	304
ENSMUSG00000027229	0
ENSMUSG00000027230	70
ENSMUSG00000027233	0
ENSMUSG00000027236	45
ENSMUSG00000027238	831
ENSMUSG00000027239	243
ENSMUSG00000027242	119
ENSMUSG00000027243	126
ENSMUSG00000027244	1969
ENSMUSG00000027245	28
ENSMUSG00000027246	13
ENSMUSG00000027247	2217
ENSMUSG00000027248	5837
ENSMUSG00000027249	1
ENSMUSG00000027253	930
ENSMUSG00000027254	34172
ENSMUSG00000027255	508
ENSMUSG00000027257	739
ENSMUSG00000027259	369
ENSMUSG00000027261	2
ENSMUSG00000027263	349
ENSMUSG00000027270	7239
ENSMUSG00000027272	1290
ENSMUSG00000027273	74575
ENSMUSG00000027274	766
ENSMUSG00000027276	112
ENSMUSG00000027281	261
ENSMUSG00000027282	1676
ENSMUSG00000027284	376
ENSMUSG00000027285	336
ENSMUSG00000027286	607
ENSMUSG00000027287	213
ENSMUSG00000027288	6954
ENSMUSG00000027291	1885
ENSMUSG00000027293	315
ENSMUSG00000027296	2785
ENSMUSG00000027297	400
ENSMUSG00000027298	6150
ENSMUSG00000027300	410
ENSMUSG00000027301	1
ENSMUSG00000027303	4633
ENSMUSG00000027304	2608
ENSMUSG00000027305	413
ENSMUSG00000027306	37
ENSMUSG00000027309	2225
ENSMUSG00000027312	4841
ENSMUSG00000027313	112
ENSMUSG00000027314	56
ENSMUSG00000027315	5
ENSMUSG00000027316	1389
ENSMUSG00000027317	0
ENSMUSG00000027318	121
ENSMUSG00000027322	2
ENSMUSG00000027323	15
ENSMUSG00000027324	115
ENSMUSG00000027326	16
ENSMUSG00000027327	843
ENSMUSG00000027329	207
ENSMUSG00000027330	269
ENSMUSG00000027331	17
ENSMUSG00000027332	717
ENSMUSG00000027333	786
ENSMUSG00000027335	550
ENSMUSG00000027338	0
ENSMUSG00000027339	1268
ENSMUSG00000027340	3203
ENSMUSG00000027341	249
ENSMUSG00000027342	431
ENSMUSG00000027344	4
ENSMUSG00000027346	1694
ENSMUSG00000027347	14020
ENSMUSG00000027349	877
ENSMUSG00000027350	16058
ENSMUSG00000027351	2979
ENSMUSG00000027353	82
ENSMUSG00000027355	29
ENSMUSG00000027356	6
ENSMUSG00000027357	779
ENSMUSG00000027358	81
ENSMUSG00000027359	57
ENSMUSG00000027360	8
ENSMUSG00000027361	328
ENSMUSG00000027363	1504
ENSMUSG00000027364	259
ENSMUSG00000027365	748
ENSMUSG00000027366	696
ENSMUSG00000027367	2058
ENSMUSG00000027368	4
ENSMUSG00000027371	355
ENSMUSG00000027374	702
ENSMUSG00000027375	6064
ENSMUSG00000027376	5
ENSMUSG00000027377	8
ENSMUSG00000027378	300
ENSMUSG00000027379	7
ENSMUSG00000027380	3
ENSMUSG00000027381	95
ENSMUSG00000027384	715
ENSMUSG00000027386	40
ENSMUSG00000027387	259
ENSMUSG00000027394	2740
ENSMUSG00000027395	275
ENSMUSG00000027397	2840
ENSMUSG00000027398	21
ENSMUSG00000027399	11
ENSMUSG00000027400	606
ENSMUSG00000027401	151
ENSMUSG00000027403	4
ENSMUSG00000027404	1165
ENSMUSG00000027405	1177
ENSMUSG00000027406	5713
ENSMUSG00000027408	136
ENSMUSG00000027409	0
ENSMUSG00000027411	1231
ENSMUSG00000027412	11
ENSMUSG00000027416	0
ENSMUSG00000027419	12226
ENSMUSG00000027420	14
ENSMUSG00000027422	1517
ENSMUSG00000027423	1764
ENSMUSG00000027424	177
ENSMUSG00000027425	841
ENSMUSG00000027427	373
ENSMUSG00000027428	662
ENSMUSG00000027429	866
ENSMUSG00000027430	1023
ENSMUSG00000027431	1
ENSMUSG00000027433	1188
ENSMUSG00000027434	56
ENSMUSG00000027435	209
ENSMUSG00000027438	14102
ENSMUSG00000027439	968
ENSMUSG00000027442	0
ENSMUSG00000027443	2
ENSMUSG00000027444	0
ENSMUSG00000027445	0
ENSMUSG00000027446	0
ENSMUSG00000027447	23538
ENSMUSG00000027452	533
ENSMUSG00000027454	41
ENSMUSG00000027455	1775
ENSMUSG00000027456	31
ENSMUSG00000027457	7995
ENSMUSG00000027459	104
ENSMUSG00000027460	1
ENSMUSG00000027463	30
ENSMUSG00000027465	1467
ENSMUSG00000027466	1656
ENSMUSG00000027468	0
ENSMUSG00000027469	75
ENSMUSG00000027470	0
ENSMUSG00000027472	536
ENSMUSG00000027474	86
ENSMUSG00000027475	2157
ENSMUSG00000027478	16
ENSMUSG00000027479	2027
ENSMUSG00000027480	0
ENSMUSG00000027481	0
ENSMUSG00000027482	0
ENSMUSG00000027483	0
ENSMUSG00000027484	0
ENSMUSG00000027485	1
ENSMUSG00000027487	193
ENSMUSG00000027488	520
ENSMUSG00000027489	1584
ENSMUSG00000027490	422
ENSMUSG00000027495	604
ENSMUSG00000027496	52
ENSMUSG00000027498	590
ENSMUSG00000027499	2711
ENSMUSG00000027500	12648
ENSMUSG00000027502	1976
ENSMUSG00000027505	0
ENSMUSG00000027506	1234
ENSMUSG00000027508	476
ENSMUSG00000027509	890
ENSMUSG00000027510	35
ENSMUSG00000027513	0
ENSMUSG00000027514	2
ENSMUSG00000027517	0
ENSMUSG00000027518	0
ENSMUSG00000027519	1461
ENSMUSG00000027520	456
ENSMUSG00000027522	1363
ENSMUSG00000027523	1120
ENSMUSG00000027524	163
ENSMUSG00000027525	4484
ENSMUSG00000027528	0
ENSMUSG00000027530	0
ENSMUSG00000027531	1089
ENSMUSG00000027533	1296
ENSMUSG00000027534	452
ENSMUSG00000027536	13
ENSMUSG00000027540	1124
ENSMUSG00000027544	276
ENSMUSG00000027546	11349
ENSMUSG00000027547	0
ENSMUSG00000027550	471
ENSMUSG00000027551	296
ENSMUSG00000027552	194
ENSMUSG00000027555	76
ENSMUSG00000027556	0
ENSMUSG00000027559	17
ENSMUSG00000027560	651
ENSMUSG00000027562	4597
ENSMUSG00000027564	0
ENSMUSG00000027566	1702
ENSMUSG00000027568	216
ENSMUSG00000027569	297
ENSMUSG00000027570	211
ENSMUSG00000027573	1040
ENSMUSG00000027574	372
ENSMUSG00000027575	2336
ENSMUSG00000027577	1187
ENSMUSG00000027579	12
ENSMUSG00000027580	95
ENSMUSG00000027581	13462
ENSMUSG00000027582	746
ENSMUSG00000027583	303
ENSMUSG00000027584	979
ENSMUSG00000027589	1161
ENSMUSG00000027593	1735
ENSMUSG00000027596	0
ENSMUSG00000027597	111
ENSMUSG00000027598	1171
ENSMUSG00000027599	1428
ENSMUSG00000027601	139
ENSMUSG00000027602	3201
ENSMUSG00000027603	2843
ENSMUSG00000027605	1491
ENSMUSG00000027606	2
ENSMUSG00000027610	273
ENSMUSG00000027611	25
ENSMUSG00000027612	1006
ENSMUSG00000027613	686
ENSMUSG00000027615	244
ENSMUSG00000027618	493
ENSMUSG00000027620	3112
ENSMUSG00000027624	12964
ENSMUSG00000027628	697
ENSMUSG00000027630	1456
ENSMUSG00000027634	14987
ENSMUSG00000027635	80
ENSMUSG00000027636	2
ENSMUSG00000027637	308
ENSMUSG00000027639	274
ENSMUSG00000027641	36
ENSMUSG00000027642	2626
ENSMUSG00000027643	1
ENSMUSG00000027646	2421
ENSMUSG00000027649	739
ENSMUSG00000027650	516
ENSMUSG00000027651	670
ENSMUSG00000027652	3253
ENSMUSG00000027654	44
ENSMUSG00000027655	369
ENSMUSG00000027656	4
ENSMUSG00000027660	1249
ENSMUSG00000027661	17
ENSMUSG00000027663	2152
ENSMUSG00000027665	1661
ENSMUSG00000027667	676
ENSMUSG00000027668	1153
ENSMUSG00000027669	955
ENSMUSG00000027670	2
ENSMUSG00000027671	193
ENSMUSG00000027673	2140
ENSMUSG00000027674	3253
ENSMUSG00000027676	240
ENSMUSG00000027677	1457
ENSMUSG00000027678	743
ENSMUSG00000027679	252
ENSMUSG00000027680	1106
ENSMUSG00000027684	63
ENSMUSG00000027690	3
ENSMUSG00000027692	3511
ENSMUSG00000027695	156
ENSMUSG00000027698	3047
ENSMUSG00000027699	18
ENSMUSG00000027702	0
ENSMUSG00000027703	0
ENSMUSG00000027706	4931
ENSMUSG00000027708	564
ENSMUSG00000027709	287
ENSMUSG00000027710	804
ENSMUSG00000027712	1171
ENSMUSG00000027713	3
ENSMUSG00000027714	446
ENSMUSG00000027715	19
ENSMUSG00000027716	338
ENSMUSG00000027718	5
ENSMUSG00000027719	0
ENSMUSG00000027720	0
ENSMUSG00000027722	256
ENSMUSG00000027737	1140
ENSMUSG00000027739	533
ENSMUSG00000027742	1129
ENSMUSG00000027744	3
ENSMUSG00000027746	1389
ENSMUSG00000027748	280
ENSMUSG00000027750	55
ENSMUSG00000027751	577
ENSMUSG00000027752	315
ENSMUSG00000027761	0
ENSMUSG00000027762	0
ENSMUSG00000027763	1294
ENSMUSG00000027765	32
ENSMUSG00000027770	1520
ENSMUSG00000027774	1136
ENSMUSG00000027775	533
ENSMUSG00000027776	62
ENSMUSG00000027777	277
ENSMUSG00000027778	581
ENSMUSG00000027782	1594
ENSMUSG00000027784	4416
ENSMUSG00000027787	669
ENSMUSG00000027788	0
ENSMUSG00000027790	5
ENSMUSG00000027792	80
ENSMUSG00000027793	26
ENSMUSG00000027794	0
ENSMUSG00000027796	295
ENSMUSG00000027797	20645
ENSMUSG00000027799	5016
ENSMUSG00000027800	178
ENSMUSG00000027801	0
ENSMUSG00000027803	372
ENSMUSG00000027804	1270
ENSMUSG00000027805	11193
ENSMUSG00000027806	725
ENSMUSG00000027808	739
ENSMUSG00000027809	642
ENSMUSG00000027810	1138
ENSMUSG00000027811	14
ENSMUSG00000027820	179
ENSMUSG00000027822	514
ENSMUSG00000027823	1338
ENSMUSG00000027824	4
ENSMUSG00000027827	1627
ENSMUSG00000027828	2980
ENSMUSG00000027829	618
ENSMUSG00000027831	5
ENSMUSG00000027832	5
ENSMUSG00000027833	0
ENSMUSG00000027834	7402
ENSMUSG00000027835	166
ENSMUSG00000027840	44
ENSMUSG00000027843	12
ENSMUSG00000027845	163
ENSMUSG00000027848	268
ENSMUSG00000027849	585
ENSMUSG00000027852	812
ENSMUSG00000027854	809
ENSMUSG00000027855	2
ENSMUSG00000027857	40
ENSMUSG00000027858	2081
ENSMUSG00000027859	48
ENSMUSG00000027860	75
ENSMUSG00000027861	113
ENSMUSG00000027863	2
ENSMUSG00000027864	1540
ENSMUSG00000027865	789
ENSMUSG00000027867	0
ENSMUSG00000027868	19
ENSMUSG00000027869	7
ENSMUSG00000027870	0
ENSMUSG00000027871	1
ENSMUSG00000027875	260
ENSMUSG00000027876	1
ENSMUSG00000027878	310
ENSMUSG00000027879	1369
ENSMUSG00000027880	1
ENSMUSG00000027881	875
ENSMUSG00000027882	299
ENSMUSG00000027883	354
ENSMUSG00000027884	463
ENSMUSG00000027886	19
ENSMUSG00000027887	52
ENSMUSG00000027889	1367
ENSMUSG00000027890	168
ENSMUSG00000027893	9082
ENSMUSG00000027894	13558
ENSMUSG00000027895	1811
ENSMUSG00000027896	74
ENSMUSG00000027900	353
ENSMUSG00000027901	1
ENSMUSG00000027902	0
ENSMUSG00000027905	234
ENSMUSG00000027907	37
ENSMUSG00000027908	0
ENSMUSG00000027912	0
ENSMUSG00000027913	0
ENSMUSG00000027919	0
ENSMUSG00000027923	0
ENSMUSG00000027925	0
ENSMUSG00000027927	0
ENSMUSG00000027931	68
ENSMUSG00000027932	39
ENSMUSG00000027933	1581
ENSMUSG00000027935	137
ENSMUSG00000027936	411
ENSMUSG00000027937	567
ENSMUSG00000027938	6
ENSMUSG00000027939	14
ENSMUSG00000027940	837
ENSMUSG00000027942	597
ENSMUSG00000027944	305
ENSMUSG00000027947	102
ENSMUSG00000027950	1223
ENSMUSG00000027951	2450
ENSMUSG00000027952	1122
ENSMUSG00000027953	636
ENSMUSG00000027954	70
ENSMUSG00000027955	305
ENSMUSG00000027956	288
ENSMUSG00000027957	299
ENSMUSG00000027959	133
ENSMUSG00000027961	14
ENSMUSG00000027962	508
ENSMUSG00000027963	1536
ENSMUSG00000027965	372
ENSMUSG00000027966	154
ENSMUSG00000027967	12
ENSMUSG00000027968	367
ENSMUSG00000027971	21
ENSMUSG00000027973	0
ENSMUSG00000027977	741
ENSMUSG00000027978	958
ENSMUSG00000027981	338
ENSMUSG00000027983	168
ENSMUSG00000027984	502
ENSMUSG00000027985	126
ENSMUSG00000027993	5332
ENSMUSG00000027994	43
ENSMUSG00000027995	17
ENSMUSG00000027996	25
ENSMUSG00000027997	56
ENSMUSG00000027998	769
ENSMUSG00000027999	254
ENSMUSG00000028001	0
ENSMUSG00000028003	38
ENSMUSG00000028004	53
