gene	con1.bam
ENSMUSG00000027431	0
ENSMUSG00000027433	1391
ENSMUSG00000027434	69
ENSMUSG00000027435	297
ENSMUSG00000027438	17309
ENSMUSG00000027439	1249
ENSMUSG00000027442	0
ENSMUSG00000027443	0
ENSMUSG00000027444	0
ENSMUSG00000027445	0
ENSMUSG00000027446	0
ENSMUSG00000027447	32383
ENSMUSG00000027452	831
ENSMUSG00000027454	36
ENSMUSG00000027455	2174
ENSMUSG00000027456	55
ENSMUSG00000027457	8800
ENSMUSG00000027459	162
ENSMUSG00000027460	0
ENSMUSG00000027463	49
ENSMUSG00000027465	1817
ENSMUSG00000027466	2134
ENSMUSG00000027468	0
ENSMUSG00000027469	93
ENSMUSG00000027470	0
ENSMUSG00000027472	859
ENSMUSG00000027474	60
ENSMUSG00000027475	2739
ENSMUSG00000027478	8
ENSMUSG00000027479	2560
ENSMUSG00000027480	0
ENSMUSG00000027481	0
ENSMUSG00000027482	0
ENSMUSG00000027483	0
ENSMUSG00000027484	0
ENSMUSG00000027485	2
ENSMUSG00000027487	222
ENSMUSG00000027488	703
ENSMUSG00000027489	1833
ENSMUSG00000027490	557
ENSMUSG00000027495	525
ENSMUSG00000027496	39
ENSMUSG00000027498	824
ENSMUSG00000027499	4081
ENSMUSG00000027500	16174
ENSMUSG00000027502	2760
ENSMUSG00000027505	0
ENSMUSG00000027506	1812
ENSMUSG00000027508	684
ENSMUSG00000027509	1146
ENSMUSG00000027510	55
ENSMUSG00000027513	4
ENSMUSG00000027514	10
ENSMUSG00000027517	0
ENSMUSG00000027518	0
ENSMUSG00000027519	2105
ENSMUSG00000027520	603
ENSMUSG00000027522	1514
ENSMUSG00000027523	1263
ENSMUSG00000027524	240
ENSMUSG00000027525	5856
ENSMUSG00000027528	0
ENSMUSG00000027530	0
ENSMUSG00000027531	1463
ENSMUSG00000027533	1560
ENSMUSG00000027534	637
ENSMUSG00000027536	13
ENSMUSG00000027540	1548
ENSMUSG00000027544	263
ENSMUSG00000027546	14752
ENSMUSG00000027547	0
ENSMUSG00000027550	525
ENSMUSG00000027551	387
ENSMUSG00000027552	196
ENSMUSG00000027555	119
ENSMUSG00000027556	0
ENSMUSG00000027559	23
ENSMUSG00000027560	1013
ENSMUSG00000027562	4550
ENSMUSG00000027564	0
ENSMUSG00000027566	2329
ENSMUSG00000027568	325
ENSMUSG00000027569	411
ENSMUSG00000027570	266
ENSMUSG00000027573	1355
ENSMUSG00000027574	585
ENSMUSG00000027575	3032
ENSMUSG00000027577	1491
ENSMUSG00000027579	14
ENSMUSG00000027580	116
ENSMUSG00000027581	16184
ENSMUSG00000027582	847
ENSMUSG00000027583	480
ENSMUSG00000027584	1349
ENSMUSG00000027589	1561
ENSMUSG00000027593	2505
ENSMUSG00000027596	0
ENSMUSG00000027597	56
ENSMUSG00000027598	1447
ENSMUSG00000027599	1873
ENSMUSG00000027601	183
ENSMUSG00000027602	3861
ENSMUSG00000027603	3163
ENSMUSG00000027605	1662
ENSMUSG00000027606	3
ENSMUSG00000027610	294
ENSMUSG00000027611	18
ENSMUSG00000027612	1281
ENSMUSG00000027613	957
ENSMUSG00000027615	295
ENSMUSG00000027618	819
ENSMUSG00000027620	3691
ENSMUSG00000027624	16158
ENSMUSG00000027628	1006
ENSMUSG00000027630	2002
ENSMUSG00000027634	17616
ENSMUSG00000027635	100
ENSMUSG00000027636	13
ENSMUSG00000027637	379
ENSMUSG00000027639	347
ENSMUSG00000027641	60
ENSMUSG00000027642	3266
ENSMUSG00000027643	7
ENSMUSG00000027646	3407
ENSMUSG00000027649	1119
ENSMUSG00000027650	617
ENSMUSG00000027651	756
ENSMUSG00000027652	4315
ENSMUSG00000027654	39
ENSMUSG00000027655	397
ENSMUSG00000027656	5
ENSMUSG00000027660	1623
ENSMUSG00000027661	49
ENSMUSG00000027663	2470
ENSMUSG00000027665	2016
ENSMUSG00000027667	766
ENSMUSG00000027668	1506
ENSMUSG00000027669	1075
ENSMUSG00000027670	2
ENSMUSG00000027671	221
ENSMUSG00000027673	2948
ENSMUSG00000027674	3838
ENSMUSG00000027676	324
ENSMUSG00000027677	1385
ENSMUSG00000027678	967
ENSMUSG00000027679	279
ENSMUSG00000027680	1388
ENSMUSG00000027684	103
ENSMUSG00000027690	1
ENSMUSG00000027692	4694
ENSMUSG00000027695	226
ENSMUSG00000027698	3444
ENSMUSG00000027699	13
ENSMUSG00000027702	1
ENSMUSG00000027703	0
ENSMUSG00000027706	5853
ENSMUSG00000027708	625
ENSMUSG00000027709	388
ENSMUSG00000027710	1035
ENSMUSG00000027712	1498
ENSMUSG00000027713	0
ENSMUSG00000027714	480
ENSMUSG00000027715	26
ENSMUSG00000027716	465
ENSMUSG00000027718	7
ENSMUSG00000027719	0
ENSMUSG00000027720	4
ENSMUSG00000027722	327
ENSMUSG00000027737	2578
ENSMUSG00000027739	688
ENSMUSG00000027742	1425
ENSMUSG00000027744	0
ENSMUSG00000027746	1715
ENSMUSG00000027748	373
ENSMUSG00000027750	109
ENSMUSG00000027751	722
ENSMUSG00000027752	366
ENSMUSG00000027761	0
ENSMUSG00000027762	4
ENSMUSG00000027763	1512
ENSMUSG00000027765	58
ENSMUSG00000027770	1870
ENSMUSG00000027774	1386
ENSMUSG00000027775	704
ENSMUSG00000027776	94
ENSMUSG00000027777	404
ENSMUSG00000027778	667
ENSMUSG00000027782	1872
ENSMUSG00000027784	4312
ENSMUSG00000027787	758
ENSMUSG00000027788	0
ENSMUSG00000027790	10
ENSMUSG00000027792	77
ENSMUSG00000027793	33
ENSMUSG00000027794	0
ENSMUSG00000027796	422
ENSMUSG00000027797	24431
ENSMUSG00000027799	6892
ENSMUSG00000027800	270
ENSMUSG00000027801	0
ENSMUSG00000027803	567
ENSMUSG00000027804	1481
ENSMUSG00000027805	14388
ENSMUSG00000027806	871
ENSMUSG00000027808	978
ENSMUSG00000027809	885
ENSMUSG00000027810	1262
ENSMUSG00000027811	25
ENSMUSG00000027820	210
ENSMUSG00000027822	684
ENSMUSG00000027823	1822
ENSMUSG00000027824	8
ENSMUSG00000027827	2233
ENSMUSG00000027828	4162
ENSMUSG00000027829	643
ENSMUSG00000027831	6
ENSMUSG00000027832	8
ENSMUSG00000027833	0
ENSMUSG00000027834	8341
ENSMUSG00000027835	243
ENSMUSG00000027840	54
ENSMUSG00000027843	25
ENSMUSG00000027845	154
ENSMUSG00000027848	455
ENSMUSG00000027849	719
ENSMUSG00000027852	1038
ENSMUSG00000027854	1089
ENSMUSG00000027855	7
ENSMUSG00000027857	19
ENSMUSG00000027858	1536
ENSMUSG00000027859	65
ENSMUSG00000027860	92
ENSMUSG00000027861	88
ENSMUSG00000027863	0
ENSMUSG00000027864	2117
ENSMUSG00000027865	960
ENSMUSG00000027867	7
ENSMUSG00000027868	58
ENSMUSG00000027869	0
ENSMUSG00000027870	0
ENSMUSG00000027871	1
ENSMUSG00000027875	382
ENSMUSG00000027876	0
ENSMUSG00000027878	490
ENSMUSG00000027879	1782
ENSMUSG00000027880	2
ENSMUSG00000027881	1184
ENSMUSG00000027882	324
ENSMUSG00000027883	490
ENSMUSG00000027884	519
ENSMUSG00000027886	23
ENSMUSG00000027887	68
ENSMUSG00000027889	1664
ENSMUSG00000027890	321
ENSMUSG00000027893	11147
ENSMUSG00000027894	16744
ENSMUSG00000027895	2369
ENSMUSG00000027896	141
ENSMUSG00000027900	469
ENSMUSG00000027901	12
ENSMUSG00000027902	0
ENSMUSG00000027905	274
ENSMUSG00000027907	58
ENSMUSG00000027908	0
ENSMUSG00000027912	0
ENSMUSG00000027913	0
ENSMUSG00000027919	1
ENSMUSG00000027923	0
ENSMUSG00000027925	0
ENSMUSG00000027927	0
ENSMUSG00000027931	106
ENSMUSG00000027932	43
ENSMUSG00000027933	2089
ENSMUSG00000027935	155
ENSMUSG00000027936	520
ENSMUSG00000027937	819
ENSMUSG00000027938	4
ENSMUSG00000027939	24
ENSMUSG00000027940	1702
ENSMUSG00000027942	842
ENSMUSG00000027944	304
ENSMUSG00000027947	153
ENSMUSG00000027950	1747
ENSMUSG00000027951	3418
ENSMUSG00000027952	1784
ENSMUSG00000027953	723
ENSMUSG00000027954	112
ENSMUSG00000027955	239
ENSMUSG00000027956	314
ENSMUSG00000027957	343
ENSMUSG00000027959	107
ENSMUSG00000027961	24
ENSMUSG00000027962	749
ENSMUSG00000027963	1950
ENSMUSG00000027965	498
ENSMUSG00000027966	154
ENSMUSG00000027967	12
ENSMUSG00000027968	465
ENSMUSG00000027971	98
ENSMUSG00000027973	0
ENSMUSG00000027977	1072
ENSMUSG00000027978	1286
ENSMUSG00000027981	325
ENSMUSG00000027983	262
ENSMUSG00000027984	697
ENSMUSG00000027985	222
ENSMUSG00000027993	7612
ENSMUSG00000027994	67
ENSMUSG00000027995	35
ENSMUSG00000027996	34
ENSMUSG00000027997	104
ENSMUSG00000027998	992
ENSMUSG00000027999	333
ENSMUSG00000028001	0
ENSMUSG00000028003	31
ENSMUSG00000028004	76
ENSMUSG00000028005	7434
ENSMUSG00000028007	718
ENSMUSG00000028008	0
ENSMUSG00000028010	351
ENSMUSG00000028011	17
ENSMUSG00000028012	3
ENSMUSG00000028013	1202
ENSMUSG00000028015	1030
ENSMUSG00000028016	382
ENSMUSG00000028017	18
ENSMUSG00000028018	110
ENSMUSG00000028019	312
ENSMUSG00000028020	4848
ENSMUSG00000028023	1
ENSMUSG00000028024	146
ENSMUSG00000028028	64
ENSMUSG00000028029	984
ENSMUSG00000028030	903
ENSMUSG00000028031	77
ENSMUSG00000028032	1750
ENSMUSG00000028033	3473
ENSMUSG00000028034	2225
ENSMUSG00000028035	1882
ENSMUSG00000028036	36
ENSMUSG00000028037	35
ENSMUSG00000028039	1664
ENSMUSG00000028040	7
ENSMUSG00000028041	2012
ENSMUSG00000028042	427
ENSMUSG00000028044	45
ENSMUSG00000028047	282
ENSMUSG00000028048	1136
ENSMUSG00000028049	1247
ENSMUSG00000028051	521
ENSMUSG00000028053	4262
ENSMUSG00000028057	1181
ENSMUSG00000028059	3226
ENSMUSG00000028060	1174
ENSMUSG00000028062	1036
ENSMUSG00000028063	1394
ENSMUSG00000028064	1838
ENSMUSG00000028066	122
ENSMUSG00000028068	6
ENSMUSG00000028069	572
ENSMUSG00000028070	825
ENSMUSG00000028071	1
ENSMUSG00000028072	0
ENSMUSG00000028073	180
ENSMUSG00000028076	6
ENSMUSG00000028078	1772
ENSMUSG00000028080	980
ENSMUSG00000028081	1414
ENSMUSG00000028082	519
ENSMUSG00000028085	615
ENSMUSG00000028086	9081
ENSMUSG00000028088	86
ENSMUSG00000028089	236
ENSMUSG00000028093	322
ENSMUSG00000028096	801
ENSMUSG00000028098	1683
ENSMUSG00000028099	613
ENSMUSG00000028100	122
ENSMUSG00000028101	651
ENSMUSG00000028102	738
ENSMUSG00000028104	562
ENSMUSG00000028106	1353
ENSMUSG00000028107	752
ENSMUSG00000028108	165
ENSMUSG00000028109	0
ENSMUSG00000028111	71
ENSMUSG00000028114	766
ENSMUSG00000028115	3
ENSMUSG00000028116	0
ENSMUSG00000028121	570
ENSMUSG00000028124	1536
ENSMUSG00000028125	70
ENSMUSG00000028126	1679
ENSMUSG00000028127	1867
ENSMUSG00000028128	1132
ENSMUSG00000028132	1767
ENSMUSG00000028133	160
ENSMUSG00000028134	2482
ENSMUSG00000028136	3361
ENSMUSG00000028137	4287
ENSMUSG00000028138	1207
ENSMUSG00000028139	55
ENSMUSG00000028140	940
ENSMUSG00000028141	3
ENSMUSG00000028145	444
ENSMUSG00000028148	0
ENSMUSG00000028149	10324
ENSMUSG00000028150	18
ENSMUSG00000028152	5858
ENSMUSG00000028156	1879
ENSMUSG00000028158	388
ENSMUSG00000028159	145
ENSMUSG00000028161	34813
ENSMUSG00000028163	482
ENSMUSG00000028164	204
ENSMUSG00000028165	1044
ENSMUSG00000028167	26
ENSMUSG00000028172	17
ENSMUSG00000028173	1496
ENSMUSG00000028174	4
ENSMUSG00000028175	0
ENSMUSG00000028176	1726
ENSMUSG00000028179	128
ENSMUSG00000028180	2831
ENSMUSG00000028182	12
ENSMUSG00000028184	2713
ENSMUSG00000028185	5
ENSMUSG00000028186	13
ENSMUSG00000028187	434
ENSMUSG00000028188	16
ENSMUSG00000028189	209
ENSMUSG00000028191	286
ENSMUSG00000028194	3228
ENSMUSG00000028195	213
ENSMUSG00000028197	41
ENSMUSG00000028199	514
ENSMUSG00000028207	2164
ENSMUSG00000028211	188
ENSMUSG00000028212	104
ENSMUSG00000028214	61
ENSMUSG00000028217	0
ENSMUSG00000028218	1785
ENSMUSG00000028221	940
ENSMUSG00000028222	4755
ENSMUSG00000028223	470
ENSMUSG00000028224	500
ENSMUSG00000028226	499
ENSMUSG00000028228	259
ENSMUSG00000028229	162
ENSMUSG00000028232	1043
ENSMUSG00000028233	675
ENSMUSG00000028234	1175
ENSMUSG00000028236	0
ENSMUSG00000028238	3
ENSMUSG00000028240	0
ENSMUSG00000028243	1275
ENSMUSG00000028245	831
ENSMUSG00000028246	1271
ENSMUSG00000028247	402
ENSMUSG00000028248	2178
ENSMUSG00000028249	4169
ENSMUSG00000028251	531
ENSMUSG00000028252	544
ENSMUSG00000028255	3
ENSMUSG00000028256	208
ENSMUSG00000028259	5
ENSMUSG00000028261	643
ENSMUSG00000028262	15
ENSMUSG00000028264	2
ENSMUSG00000028266	9357
ENSMUSG00000028268	117
ENSMUSG00000028270	145
ENSMUSG00000028271	812
ENSMUSG00000028273	617
ENSMUSG00000028274	529
ENSMUSG00000028277	2503
ENSMUSG00000028278	4015
ENSMUSG00000028280	0
ENSMUSG00000028282	381
ENSMUSG00000028284	1326
ENSMUSG00000028287	0
ENSMUSG00000028289	2405
ENSMUSG00000028291	1656
ENSMUSG00000028292	521
ENSMUSG00000028293	331
ENSMUSG00000028294	68
ENSMUSG00000028295	403
ENSMUSG00000028298	16
ENSMUSG00000028300	555
ENSMUSG00000028307	21
ENSMUSG00000028309	1600
ENSMUSG00000028310	9
ENSMUSG00000028312	177
ENSMUSG00000028314	0
ENSMUSG00000028318	193
ENSMUSG00000028322	175
ENSMUSG00000028327	0
ENSMUSG00000028328	841
ENSMUSG00000028329	206
ENSMUSG00000028330	1591
ENSMUSG00000028331	63
ENSMUSG00000028332	1
ENSMUSG00000028333	1143
ENSMUSG00000028334	502
ENSMUSG00000028337	1221
ENSMUSG00000028339	133
ENSMUSG00000028341	894
ENSMUSG00000028343	970
ENSMUSG00000028344	284
ENSMUSG00000028345	459
ENSMUSG00000028347	2879
ENSMUSG00000028348	11
ENSMUSG00000028351	7026
ENSMUSG00000028354	2467
ENSMUSG00000028356	0
ENSMUSG00000028357	0
ENSMUSG00000028358	74
ENSMUSG00000028359	0
ENSMUSG00000028360	207
ENSMUSG00000028362	3
ENSMUSG00000028364	252
ENSMUSG00000028367	1218
ENSMUSG00000028369	56
ENSMUSG00000028370	0
ENSMUSG00000028373	1203
ENSMUSG00000028378	41
ENSMUSG00000028381	2383
ENSMUSG00000028382	722
ENSMUSG00000028383	984
ENSMUSG00000028385	1752
ENSMUSG00000028386	0
ENSMUSG00000028389	464
ENSMUSG00000028391	162
ENSMUSG00000028392	40
ENSMUSG00000028393	923
ENSMUSG00000028394	848
ENSMUSG00000028396	0
ENSMUSG00000028397	682
ENSMUSG00000028398	668
ENSMUSG00000028399	5649
ENSMUSG00000028402	1907
ENSMUSG00000028403	1377
ENSMUSG00000028405	933
ENSMUSG00000028407	28
ENSMUSG00000028409	1813
ENSMUSG00000028410	2469
ENSMUSG00000028411	985
ENSMUSG00000028412	1605
ENSMUSG00000028413	155
ENSMUSG00000028414	1822
ENSMUSG00000028415	2
ENSMUSG00000028416	3712
ENSMUSG00000028417	5
ENSMUSG00000028419	2170
ENSMUSG00000028420	231
ENSMUSG00000028423	2432
ENSMUSG00000028426	5511
ENSMUSG00000028427	0
ENSMUSG00000028430	3234
ENSMUSG00000028431	1876
ENSMUSG00000028433	1454
ENSMUSG00000028434	1141
ENSMUSG00000028435	0
ENSMUSG00000028436	1440
ENSMUSG00000028437	1544
ENSMUSG00000028438	37
ENSMUSG00000028439	6012
ENSMUSG00000028441	43
ENSMUSG00000028443	620
ENSMUSG00000028444	2194
ENSMUSG00000028445	1611
ENSMUSG00000028447	2738
ENSMUSG00000028451	0
ENSMUSG00000028452	710
ENSMUSG00000028453	198
ENSMUSG00000028454	560
ENSMUSG00000028455	1325
ENSMUSG00000028456	1441
ENSMUSG00000028457	15
ENSMUSG00000028458	965
ENSMUSG00000028459	11
ENSMUSG00000028460	10
ENSMUSG00000028461	591
ENSMUSG00000028463	9
ENSMUSG00000028464	307
ENSMUSG00000028465	1232
ENSMUSG00000028466	1250
ENSMUSG00000028467	2074
ENSMUSG00000028468	1203
ENSMUSG00000028469	909
ENSMUSG00000028470	300
ENSMUSG00000028475	26
ENSMUSG00000028476	251
ENSMUSG00000028478	4963
ENSMUSG00000028479	1144
ENSMUSG00000028480	156
ENSMUSG00000028483	795
ENSMUSG00000028484	5643
ENSMUSG00000028487	23
ENSMUSG00000028488	8271
ENSMUSG00000028492	6
ENSMUSG00000028494	179
ENSMUSG00000028495	356
ENSMUSG00000028496	807
ENSMUSG00000028497	88
ENSMUSG00000028514	1867
ENSMUSG00000028517	7301
ENSMUSG00000028518	1472
ENSMUSG00000028519	2489
ENSMUSG00000028520	0
ENSMUSG00000028521	237
ENSMUSG00000028522	630
ENSMUSG00000028523	7
ENSMUSG00000028524	4366
ENSMUSG00000028525	3297
ENSMUSG00000028527	1284
ENSMUSG00000028528	10789
ENSMUSG00000028530	5778
ENSMUSG00000028532	391
ENSMUSG00000028533	0
ENSMUSG00000028536	0
ENSMUSG00000028538	1673
ENSMUSG00000028539	12
ENSMUSG00000028540	249
ENSMUSG00000028541	2273
ENSMUSG00000028542	441
ENSMUSG00000028544	0
ENSMUSG00000028545	319
ENSMUSG00000028546	2464
ENSMUSG00000028549	68
ENSMUSG00000028550	1179
ENSMUSG00000028551	59
ENSMUSG00000028552	7391
ENSMUSG00000028553	14
ENSMUSG00000028555	39
ENSMUSG00000028556	880
ENSMUSG00000028557	5728
ENSMUSG00000028558	18
ENSMUSG00000028559	1369
ENSMUSG00000028560	700
ENSMUSG00000028563	307
ENSMUSG00000028565	921
ENSMUSG00000028567	870
ENSMUSG00000028568	365
ENSMUSG00000028571	10
ENSMUSG00000028572	1190
ENSMUSG00000028573	401
ENSMUSG00000028575	1
ENSMUSG00000028576	553
ENSMUSG00000028577	1456
ENSMUSG00000028578	146
ENSMUSG00000028580	2435
ENSMUSG00000028581	854
ENSMUSG00000028582	570
ENSMUSG00000028583	375
ENSMUSG00000028584	67
ENSMUSG00000028587	2
ENSMUSG00000028589	1
ENSMUSG00000028591	0
ENSMUSG00000028593	0
ENSMUSG00000028597	136
ENSMUSG00000028599	76
ENSMUSG00000028600	118
ENSMUSG00000028601	318
ENSMUSG00000028602	31
ENSMUSG00000028603	1302
ENSMUSG00000028607	176
ENSMUSG00000028608	932
ENSMUSG00000028609	651
ENSMUSG00000028610	49
ENSMUSG00000028613	2164
ENSMUSG00000028614	578
ENSMUSG00000028617	511
ENSMUSG00000028618	3533
ENSMUSG00000028619	593
ENSMUSG00000028621	155
ENSMUSG00000028622	1125
ENSMUSG00000028626	321
ENSMUSG00000028629	250
ENSMUSG00000028630	1788
ENSMUSG00000028631	266
ENSMUSG00000028633	1222
ENSMUSG00000028634	2355
ENSMUSG00000028635	1
ENSMUSG00000028636	110
ENSMUSG00000028637	392
ENSMUSG00000028639	2181
ENSMUSG00000028640	0
ENSMUSG00000028641	171
ENSMUSG00000028642	42
ENSMUSG00000028643	209
ENSMUSG00000028644	14
ENSMUSG00000028645	2903
ENSMUSG00000028646	2202
ENSMUSG00000028647	139
ENSMUSG00000028648	235
ENSMUSG00000028649	7362
ENSMUSG00000028651	270
ENSMUSG00000028653	389
ENSMUSG00000028654	379
ENSMUSG00000028655	791
ENSMUSG00000028656	9120
ENSMUSG00000028657	4239
ENSMUSG00000028661	78
ENSMUSG00000028664	718
ENSMUSG00000028668	1034
ENSMUSG00000028669	2262
ENSMUSG00000028670	1915
ENSMUSG00000028671	317
ENSMUSG00000028672	428
ENSMUSG00000028673	878
ENSMUSG00000028675	1052
ENSMUSG00000028676	749
ENSMUSG00000028677	4797
ENSMUSG00000028678	6
ENSMUSG00000028680	437
ENSMUSG00000028681	41
ENSMUSG00000028683	530
ENSMUSG00000028684	1084
ENSMUSG00000028687	43
ENSMUSG00000028688	145
ENSMUSG00000028689	55
ENSMUSG00000028690	452
ENSMUSG00000028691	2532
ENSMUSG00000028692	9566
ENSMUSG00000028693	541
ENSMUSG00000028696	297
ENSMUSG00000028698	1355
ENSMUSG00000028699	11
ENSMUSG00000028700	2185
ENSMUSG00000028701	808
ENSMUSG00000028702	16
ENSMUSG00000028703	687
ENSMUSG00000028706	240
ENSMUSG00000028707	4
ENSMUSG00000028708	589
ENSMUSG00000028709	104
ENSMUSG00000028710	642
ENSMUSG00000028712	0
ENSMUSG00000028713	16
ENSMUSG00000028715	0
ENSMUSG00000028716	16
ENSMUSG00000028717	34
ENSMUSG00000028718	6
ENSMUSG00000028719	1954
ENSMUSG00000028729	1187
ENSMUSG00000028730	48
ENSMUSG00000028736	0
ENSMUSG00000028737	313
ENSMUSG00000028738	3
ENSMUSG00000028741	408
ENSMUSG00000028743	549
ENSMUSG00000028744	274
ENSMUSG00000028745	6242
ENSMUSG00000028747	195
ENSMUSG00000028749	3
ENSMUSG00000028750	2
ENSMUSG00000028751	0
ENSMUSG00000028753	179
ENSMUSG00000028755	11
ENSMUSG00000028756	9183
ENSMUSG00000028757	2482
ENSMUSG00000028758	495
ENSMUSG00000028759	4982
ENSMUSG00000028760	6971
ENSMUSG00000028763	372
ENSMUSG00000028766	360
ENSMUSG00000028771	1106
ENSMUSG00000028772	2184
ENSMUSG00000028773	628
ENSMUSG00000028776	212
ENSMUSG00000028777	0
ENSMUSG00000028778	81
ENSMUSG00000028779	1840
ENSMUSG00000028780	1014
ENSMUSG00000028782	11933
ENSMUSG00000028784	15
ENSMUSG00000028785	16992
ENSMUSG00000028786	0
ENSMUSG00000028788	2808
ENSMUSG00000028789	916
ENSMUSG00000028790	2092
ENSMUSG00000028792	561
ENSMUSG00000028793	1444
ENSMUSG00000028794	0
ENSMUSG00000028795	367
ENSMUSG00000028796	2437
ENSMUSG00000028797	2226
ENSMUSG00000028798	2402
ENSMUSG00000028799	906
ENSMUSG00000028800	127
ENSMUSG00000028801	14
ENSMUSG00000028803	3236
ENSMUSG00000028804	1399
ENSMUSG00000028807	108
ENSMUSG00000028809	2409
ENSMUSG00000028811	2546
ENSMUSG00000028813	95
ENSMUSG00000028820	2621
ENSMUSG00000028821	1319
ENSMUSG00000028822	2749
ENSMUSG00000028825	7
ENSMUSG00000028826	1893
ENSMUSG00000028830	2179
ENSMUSG00000028832	5340
ENSMUSG00000028833	31710
ENSMUSG00000028834	18
ENSMUSG00000028836	120
ENSMUSG00000028837	1995
ENSMUSG00000028838	3063
ENSMUSG00000028840	22
ENSMUSG00000028841	3
ENSMUSG00000028842	767
ENSMUSG00000028843	3275
ENSMUSG00000028845	32
ENSMUSG00000028847	1450
ENSMUSG00000028848	180
ENSMUSG00000028849	7376
ENSMUSG00000028850	168
ENSMUSG00000028851	3262
ENSMUSG00000028854	1391
ENSMUSG00000028857	1967
ENSMUSG00000028859	156
ENSMUSG00000028860	64
ENSMUSG00000028861	838
ENSMUSG00000028862	50
ENSMUSG00000028863	2813
ENSMUSG00000028864	220
ENSMUSG00000028865	60
ENSMUSG00000028868	588
ENSMUSG00000028869	1429
ENSMUSG00000028871	237
ENSMUSG00000028873	65
ENSMUSG00000028874	5
ENSMUSG00000028876	959
ENSMUSG00000028878	1221
ENSMUSG00000028879	3448
ENSMUSG00000028882	1063
ENSMUSG00000028883	634
ENSMUSG00000028884	348
ENSMUSG00000028885	80
ENSMUSG00000028886	1085
ENSMUSG00000028889	560
ENSMUSG00000028890	835
ENSMUSG00000028893	614
ENSMUSG00000028894	863
ENSMUSG00000028896	321
ENSMUSG00000028898	426
ENSMUSG00000028899	534
ENSMUSG00000028901	585
ENSMUSG00000028902	920
ENSMUSG00000028906	909
ENSMUSG00000028907	490
ENSMUSG00000028909	1283
ENSMUSG00000028910	415
ENSMUSG00000028911	1904
ENSMUSG00000028914	1652
ENSMUSG00000028917	3679
ENSMUSG00000028919	305
ENSMUSG00000028920	1097
ENSMUSG00000028923	652
ENSMUSG00000028926	8944
ENSMUSG00000028927	671
ENSMUSG00000028931	10913
ENSMUSG00000028932	3921
ENSMUSG00000028933	104
ENSMUSG00000028936	1844
ENSMUSG00000028937	8530
ENSMUSG00000028938	0
ENSMUSG00000028940	0
ENSMUSG00000028943	237
ENSMUSG00000028944	2337
ENSMUSG00000028945	3022
ENSMUSG00000028946	0
ENSMUSG00000028948	691
ENSMUSG00000028949	1195
ENSMUSG00000028950	88
ENSMUSG00000028952	252
ENSMUSG00000028953	3123
ENSMUSG00000028954	3124
ENSMUSG00000028955	504
ENSMUSG00000028957	814
ENSMUSG00000028958	664
ENSMUSG00000028959	2428
ENSMUSG00000028960	3012
ENSMUSG00000028961	1184
ENSMUSG00000028962	549
ENSMUSG00000028963	0
ENSMUSG00000028964	2890
ENSMUSG00000028965	17
ENSMUSG00000028967	971
ENSMUSG00000028969	3435
ENSMUSG00000028970	90
ENSMUSG00000028971	160
ENSMUSG00000028972	0
ENSMUSG00000028973	993
ENSMUSG00000028974	876
ENSMUSG00000028975	1293
ENSMUSG00000028976	103
ENSMUSG00000028977	205
ENSMUSG00000028978	313
ENSMUSG00000028979	63
ENSMUSG00000028980	243
ENSMUSG00000028982	646
ENSMUSG00000028986	1244
ENSMUSG00000028988	1680
ENSMUSG00000028989	60
ENSMUSG00000028990	244
ENSMUSG00000028991	3211
ENSMUSG00000028992	152
ENSMUSG00000028995	346
ENSMUSG00000028996	0
ENSMUSG00000028998	1973
ENSMUSG00000028999	352
ENSMUSG00000029001	2401
ENSMUSG00000029003	227
ENSMUSG00000029004	2993
ENSMUSG00000029005	20
ENSMUSG00000029007	246
ENSMUSG00000029009	692
ENSMUSG00000029012	611
ENSMUSG00000029014	890
ENSMUSG00000029015	4
ENSMUSG00000029016	3275
ENSMUSG00000029017	1680
ENSMUSG00000029019	0
ENSMUSG00000029020	4973
ENSMUSG00000029022	168
ENSMUSG00000029026	21
ENSMUSG00000029027	142
ENSMUSG00000029028	825
ENSMUSG00000029029	568
ENSMUSG00000029030	4307
ENSMUSG00000029032	15
ENSMUSG00000029033	3885
ENSMUSG00000029034	499
ENSMUSG00000029036	752
ENSMUSG00000029038	2132
ENSMUSG00000029047	354
ENSMUSG00000029048	1535
ENSMUSG00000029049	77
ENSMUSG00000029050	3749
ENSMUSG00000029053	5808
ENSMUSG00000029054	1736
ENSMUSG00000029055	2577
ENSMUSG00000029056	870
ENSMUSG00000029059	1581
ENSMUSG00000029060	2950
ENSMUSG00000029061	15
ENSMUSG00000029062	2824
ENSMUSG00000029063	1759
ENSMUSG00000029064	22045
ENSMUSG00000029066	1560
ENSMUSG00000029068	1202
ENSMUSG00000029070	249
ENSMUSG00000029071	2529
ENSMUSG00000029072	24
ENSMUSG00000029073	681
ENSMUSG00000029074	2
ENSMUSG00000029075	9
ENSMUSG00000029076	7266
ENSMUSG00000029082	6
ENSMUSG00000029084	87
ENSMUSG00000029086	525
ENSMUSG00000029088	2127
ENSMUSG00000029089	246
ENSMUSG00000029090	516
ENSMUSG00000029093	1131
ENSMUSG00000029094	572
ENSMUSG00000029095	3796
ENSMUSG00000029096	193
ENSMUSG00000029097	149
ENSMUSG00000029098	1119
ENSMUSG00000029101	1357
ENSMUSG00000029102	6
